3820, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3840, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3860, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3880, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3900, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3920, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3940, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3960, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3980, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
4000, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
4020, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
4040, -0.668, -0.4453, -0.2227, 0, 0.2238, 0.4476, 0.6714
4060, -0.6249, -0.4166, -0.2083, 0, 0.216, 0.432, 0.648
4080, -0.5539, -0.3692, -0.1846, 0, 0.2018, 0.4037, 0.6055
4100, -0.4675, -0.3116, -0.1558, 0, 0.1824, 0.3648, 0.5473
4120, -0.3786, -0.2524, -0.1262, 0, 0.1588, 0.3176, 0.4764
4140, -0.3, -0.2, -0.1, 0, 0.132, 0.264, 0.3961
4160, -0.2446, -0.1631, -0.0815, 0, 0.1032, 0.2064, 0.3095
4180, -0.225, -0.15, -0.075, 0, 0.0733, 0.1467, 0.22
4200, -0.225, -0.15, -0.075, 0, 0.0435, 0.0871, 0.1306
4220, -0.225, -0.15, -0.075, 0, 0.0149, 0.0297, 0.0446
4240, -0.225, -0.15, -0.075, 0, -0.0116, -0.0232, -0.0348
4260, -0.225, -0.15, -0.075, 0, -0.0348, -0.0696, -0.1044
4280, -0.225, -0.15, -0.075, 0, -0.0537, -0.1074, -0.1611
4300, -0.225, -0.15, -0.075, 0, -0.0672, -0.1344, -0.2016
4320, -0.225, -0.15, -0.075, 0, -0.0742, -0.1485, -0.2227
4340, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4360, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4380, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4400, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4420, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4440, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4460, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4480, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4500, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4520, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4540, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4560, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4580, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4600, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4620, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4640, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4660, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4680, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4700, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4720, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4740, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4760, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4780, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4800, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4820, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4840, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4860, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4880, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4900, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4920, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4940, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4960, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
4980, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5000, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5020, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5040, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5060, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5080, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5100, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5120, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5140, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5160, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5180, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5200, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5220, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5240, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5260, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5280, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5300, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5320, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5340, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5360, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5380, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5400, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5420, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5440, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5460, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5480, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5500, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5520, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5540, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5560, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5580, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5600, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5620, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5640, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5660, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5680, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5700, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5720, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5740, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5760, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5780, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5800, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5820, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5840, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5860, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5880, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5900, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5920, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5940, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5960, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
5980, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6000, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6020, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6040, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6060, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6080, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6100, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6120, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6140, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6160, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6180, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6200, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6220, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
6240, -0.225, -0.15, -0.075, 0, -0.075, -0.15, -0.225
